timestamp,pos_x,pos_y,pos_z,b827ebf7d096,b827eb917e19,b827ebfd7811,b827eb4521b4,000000000302,000000000401,000000000402,000000000202,000000000301,000000000201,000000000101,000000000102
1568995075.62634,7.78,0.14,1.85,100,100,100,100,-82,100,100,100,100,100,-71,-75
1568995088.373227,7.78,0.14,1.85,100,100,100,100,100,-69,100,100,-69,100,100,-75
1568995133.887026,7.78,0.14,1.85,100,100,100,100,-79,-71,100,100,100,100,-70,100
1568995157.5389347,7.78,0.14,1.85,100,100,100,100,100,100,100,-77,100,-78,-65,100
1568995225.758714,7.78,0.14,1.85,100,100,100,100,100,-71,-73,100,100,100,100,-75
1568995280.31765,7.78,0.14,1.85,100,100,100,100,100,-69,100,100,100,100,-72,-75
1568995289.877772,7.78,0.14,1.85,100,100,100,100,100,-71,100,100,100,-77,-71,100
1568995292.1517327,7.78,0.14,1.85,100,100,100,100,100,100,-73,-74,100,100,-65,100
1568995317.650336,7.78,0.14,1.85,100,100,100,100,100,-69,100,100,-68,100,-71,100
1568995319.9376547,7.78,0.14,1.85,100,100,100,100,100,-71,100,100,100,-78,-71,100
1568995327.189242,7.78,0.14,1.85,100,100,100,100,100,-71,100,100,-68,100,100,-74
1568995373.5791447,7.78,0.14,1.85,100,100,100,100,100,100,100,100,-69,100,-71,-76
1568995404.944031,7.78,0.14,1.85,100,100,100,100,100,100,-71,100,100,-76,-65,100
1568995471.301262,7.78,0.14,1.85,100,100,100,100,-79,100,100,100,-70,100,-70,100
1568995530.361636,7.78,0.14,1.85,100,100,100,100,-77,100,100,100,100,100,-71,-76
1568995680.03905,7.78,0.14,1.85,100,100,100,100,-75,100,100,100,100,100,-71,-77
1568995793.707762,7.78,0.14,1.85,100,100,100,100,100,100,100,100,-71,-76,100,-76
1568638479.593093,2.59,10.95,2.05,100,100,100,100,100,-71,-80,100,100,100,-74,100
1568638631.105994,2.59,10.95,2.05,100,100,100,100,100,100,-80,100,-71,100,-70,100
1568638879.47598,2.59,10.95,2.05,100,100,100,100,100,100,-80,100,-71,-65,100,100
1568638965.4947507,2.59,10.95,2.05,100,100,100,100,100,-70,100,100,-71,-66,100,100
1568639028.259672,2.59,10.95,2.05,100,100,100,100,100,-71,100,-79,100,-68,100,100
1568639159.725336,2.59,10.95,2.05,100,100,100,100,100,-70,-80,100,-72,100,100,100
1568639164.729279,2.59,10.95,2.05,100,100,100,100,100,100,100,-78,-73,-67,100,100
1568639190.194673,2.59,10.95,2.05,100,100,100,100,100,-72,-80,100,100,100,100,-66
1568639255.71348,2.59,10.95,2.05,100,100,100,100,100,-70,100,100,100,-68,100,-69
1568639646.045276,2.59,10.95,2.05,100,100,100,100,-80,100,100,100,100,-68,100,-68
1568639678.332972,2.59,10.95,2.05,100,100,100,100,-82,-71,-80,100,100,100,100,100
1568639685.599949,2.59,10.95,2.05,100,100,100,100,100,100,100,100,-70,-68,-72,100
1568639689.232073,2.59,10.95,2.05,100,100,100,100,100,100,100,100,-70,-69,-70,100
1568639967.159942,2.59,10.95,2.05,100,100,100,100,100,-70,100,100,100,-68,-74,100
1568640054.480935,2.59,10.95,2.05,100,100,100,100,-81,-70,100,100,100,100,-74,100
1568803745.789186,12.95,0.44,1.85,100,100,100,100,100,-73,100,100,100,100,-69,-70
1568803749.409446,12.95,0.44,1.85,100,100,100,100,-75,100,100,-79,100,-80,100,100
1568803840.378046,12.95,0.44,1.85,100,100,100,100,100,-73,100,-76,100,100,-83,100
1568803849.459473,12.95,0.44,1.85,100,100,100,100,100,100,-63,-79,-74,100,100,100
1568803910.41301,12.95,0.44,1.85,100,100,100,100,100,100,-63,100,100,-80,-74,100
1568803989.171189,12.95,0.44,1.85,100,100,100,100,100,100,-61,-80,100,-77,100,100
1568804021.02779,12.95,0.44,1.85,100,100,100,100,-74,100,-63,100,100,-80,100,100
1568804276.826564,12.95,0.44,1.85,100,100,100,100,-74,100,100,100,100,-81,-78,100
1568804467.373661,12.95,0.44,1.85,100,100,100,100,100,100,-62,-79,100,100,100,-71
1568804504.2069807,12.95,0.44,1.85,100,100,100,100,-74,100,-62,-80,100,100,100,100
1568804544.1887467,12.95,0.44,1.85,100,100,100,100,-74,100,100,100,100,100,-73,-70
1568804554.646674,12.95,0.44,1.85,100,100,100,100,-74,100,-60,100,100,100,-87,100
1568804619.207488,12.95,0.44,1.85,100,100,100,100,-75,100,-63,100,100,100,-83,100
1568804656.49125,12.95,0.44,1.85,100,100,100,100,100,100,-61,-81,-74,100,100,100
1568804705.148256,12.95,0.44,1.85,100,100,100,100,100,-70,100,-79,100,100,100,-72
1568804716.978351,12.95,0.44,1.85,100,100,100,100,100,100,100,-76,100,-81,100,-70
1568804798.776313,12.95,0.44,1.85,100,100,100,100,-76,100,100,-83,100,-74,100,100
1568804804.69795,12.95,0.44,1.85,100,100,100,100,100,100,100,-79,100,100,-83,-73
1568804923.829611,12.95,0.44,1.85,100,100,100,100,100,-69,100,-79,100,100,100,-70
1568804937.479165,12.95,0.44,1.85,100,100,100,100,100,100,-63,100,-78,-80,100,100
1568804956.1490047,12.95,0.44,1.85,100,100,100,100,-74,-70,100,-79,100,100,100,100
1568804971.154468,12.95,0.44,1.85,100,100,100,100,-74,100,100,100,100,-74,-78,100
1568804977.517122,12.95,0.44,1.85,100,100,100,100,-74,100,-63,-81,100,100,100,100
1568805144.5379407,12.95,0.44,1.85,100,100,100,100,100,100,100,-80,-81,-81,100,100
1568805225.025886,12.95,0.44,1.85,100,100,100,100,-74,100,100,-80,100,-80,100,100
1568805233.2306907,12.95,0.44,1.85,100,100,100,100,100,100,-64,100,100,100,-73,-70
1568805287.319527,12.95,0.44,1.85,100,100,100,100,100,100,100,100,100,-80,-78,-70
1568805292.314783,12.95,0.44,1.85,100,100,100,100,-74,100,100,100,-78,-80,100,100
1568805303.2438188,12.95,0.44,1.85,100,100,100,100,-74,100,100,100,-78,-77,100,100
1568805365.587252,12.95,0.44,1.85,100,100,100,100,100,100,-65,100,100,100,-68,-70
1568805386.951168,12.95,0.44,1.85,100,100,100,100,100,100,100,-76,100,100,-73,-70
1568805410.120086,12.95,0.44,1.85,100,100,100,100,100,100,100,-82,100,100,-78,-69
1568805435.131005,12.95,0.44,1.85,100,100,100,100,100,100,100,100,100,-77,-68,-70
1568805481.513842,12.95,0.44,1.85,100,100,100,100,100,100,100,100,-78,100,-73,-70
1568986130.849734,7.77,17.44,1.85,100,100,100,100,100,-73,-78,100,100,100,-85,100
1568986216.828178,7.77,17.44,1.85,100,100,100,100,100,-75,-82,-66,100,100,100,100
1568986275.029852,7.77,17.44,1.85,100,100,100,100,-82,100,-78,100,100,-68,100,100
1568986400.125692,7.77,17.44,1.85,100,100,100,100,100,100,-81,100,100,100,-84,-77
1568986475.636425,7.77,17.44,1.85,100,100,100,100,-81,100,100,-66,100,100,-84,100
1568986751.819111,7.77,17.44,1.85,100,100,100,100,100,-75,-79,100,-78,100,100,100
1568986841.416424,7.77,17.44,1.85,100,100,100,100,100,-75,100,-66,-80,100,100,100
1568986871.896893,7.77,17.44,1.85,100,100,100,100,100,-73,100,-67,100,100,-84,100
1568986898.727777,7.77,17.44,1.85,100,100,100,100,100,-75,-78,100,100,100,-84,100
1568987073.899156,7.77,17.44,1.85,100,100,100,100,100,-75,-78,100,100,100,100,-79
1568987098.943401,7.77,17.44,1.85,100,100,100,100,-79,-75,-82,100,100,100,100,100
1568987104.855342,7.77,17.44,1.85,100,100,100,100,100,-73,-78,100,-78,100,100,100
1568987136.715227,7.77,17.44,1.85,100,100,100,100,100,-73,-78,100,100,100,100,-77
1568987139.8951807,7.77,17.44,1.85,100,100,100,100,-80,-73,100,100,100,100,100,-77
1568987158.978958,7.77,17.44,1.85,100,100,100,100,-81,-75,-78,100,100,100,100,100
1568987368.709043,7.77,17.44,1.85,100,100,100,100,-82,100,100,-67,-77,100,100,100
1568987386.918985,7.77,17.44,1.85,100,100,100,100,100,100,100,-67,-76,-67,100,100
1568987389.65197,7.77,17.44,1.85,100,100,100,100,100,100,100,-68,100,-68,-84,100
1568987395.10413,7.77,17.44,1.85,100,100,100,100,-77,100,-81,100,-81,100,100,100
1568987420.998923,7.77,17.44,1.85,100,100,100,100,100,100,100,-66,100,-68,100,-78
1568987519.215949,7.77,17.44,1.85,100,100,100,100,100,100,-78,-67,100,100,-84,100
1568987556.952518,7.77,17.44,1.85,100,100,100,100,100,-74,100,100,-77,100,-84,100
1568987669.731367,7.77,17.44,1.85,100,100,100,100,100,-73,100,100,100,-68,-85,100
1568987685.232939,7.77,17.44,1.85,100,100,100,100,100,-73,-78,100,-76,100,100,100
1568987771.631708,7.77,17.44,1.85,100,100,100,100,-77,-75,100,100,-77,100,100,100
1568987892.2067,7.77,17.44,1.85,100,100,100,100,-80,100,100,-67,100,-67,100,100
1569321096.246595,5.17,2.19,1.90,100,100,100,100,100,-67,-70,100,100,100,100,-72
1569321260.539025,5.17,2.19,1.90,100,100,100,100,100,100,100,100,-76,-76,-62,100
1569321315.980811,5.17,2.19,1.90,100,100,100,100,100,100,-70,100,100,-76,-62,100
1569321343.736692,5.17,2.19,1.90,100,100,100,100,100,100,-70,100,-81,100,100,-72
1569321623.449113,5.17,2.19,1.90,100,100,100,100,100,-63,100,-81,100,100,100,-73
1569321640.2801,5.17,2.19,1.90,100,100,100,100,100,-63,-73,100,100,100,100,-72
1569321659.841187,5.17,2.19,1.90,100,100,100,100,100,100,100,-80,100,100,-62,-72
1569321749.8896728,5.17,2.19,1.90,100,100,100,100,100,-63,-69,100,100,-77,100,100
1569321785.4088128,5.17,2.19,1.90,100,100,100,100,100,100,100,-80,-79,100,100,-72
1569321808.642671,5.17,2.19,1.90,100,100,100,100,100,100,100,-80,100,100,-61,-72
1569321847.751552,5.17,2.19,1.90,100,100,100,100,100,100,100,-80,-82,100,100,-72
1569321896.433443,5.17,2.19,1.90,100,100,100,100,100,-67,100,100,-81,-77,100,100
1569321943.7233007,5.17,2.19,1.90,100,100,100,100,100,100,-72,100,-82,100,-61,100
1569321971.430332,5.17,2.19,1.90,100,100,100,100,100,-62,100,-81,100,100,100,-74
1569322000.5121307,5.17,2.19,1.90,100,100,100,100,100,-67,100,100,-81,100,100,-72
1569322008.712104,5.17,2.19,1.90,100,100,100,100,100,100,-70,-80,100,100,100,-72
1569322028.263056,5.17,2.19,1.90,100,100,100,100,100,100,-73,100,100,100,-61,-73
1569322119.350796,5.17,2.19,1.90,100,100,100,100,100,100,100,-81,100,100,-62,-73
1569322206.566558,5.17,2.19,1.90,100,100,100,100,100,-72,100,100,-82,-77,100,100
1569322212.03152,5.17,2.19,1.90,100,100,100,100,100,100,100,-80,100,-77,100,-72
1569322214.762508,5.17,2.19,1.90,100,100,100,100,100,100,-71,100,-81,100,-57,100
1569322318.919202,5.17,2.19,1.90,100,100,100,100,100,100,100,-81,-82,100,100,-74
1569322589.631353,5.17,2.19,1.90,100,100,100,100,100,100,100,-81,100,100,-62,-74
1569322663.296084,5.17,2.19,1.90,100,100,100,100,100,-67,100,-80,100,-76,100,100
1569322686.046022,5.17,2.19,1.90,100,100,100,100,100,-67,100,-80,100,100,-57,100
1568138963.32861,15.45,16.68,1.85,100,100,100,100,100,100,100,-86,-66,100,100,-74
1568138992.456656,15.45,16.68,1.85,100,100,100,100,-76,-78,100,100,-65,100,100,100
1568139076.629972,15.45,16.68,1.85,100,100,100,100,100,-77,100,-86,-66,100,100,100
1568139193.567969,15.45,16.68,1.85,100,100,100,100,-74,-81,100,100,100,100,100,-74
1568139386.39434,15.45,16.68,1.85,100,100,100,100,-77,-77,100,100,-70,100,100,100
1568139425.067098,15.45,16.68,1.85,100,100,100,100,-77,100,100,100,-67,100,100,-77
1568139462.8409607,15.45,16.68,1.85,100,100,100,100,-76,-77,100,100,-67,100,100,100
1568139470.5695667,15.45,16.68,1.85,100,100,100,100,-76,100,100,100,-67,100,100,-74
1568140046.5426707,15.45,16.68,1.85,100,100,100,100,100,-76,100,100,-75,100,100,-74
1568140054.741134,15.45,16.68,1.85,100,100,100,100,100,100,100,-86,-66,-76,100,100
1568140239.89231,15.45,16.68,1.85,100,100,100,100,100,-78,100,-85,100,100,100,-74
1568140245.805915,15.45,16.68,1.85,100,100,100,100,-72,-78,100,100,100,-76,100,100
1568140301.781658,15.45,16.68,1.85,100,100,100,100,-72,-77,100,100,100,100,100,-77
1568140357.730486,15.45,16.68,1.85,100,100,100,100,100,-78,-84,100,100,100,100,-74
1568140511.894613,15.45,16.68,1.85,100,100,100,100,-73,100,-82,100,100,100,100,-74
1568140722.503067,15.45,16.68,1.85,100,100,100,100,-76,-77,100,100,100,-77,100,100
1568726258.18523,20.53,2.19,1.85,100,100,100,100,100,100,-77,100,100,-83,-84,100
1568726300.0160427,20.53,2.19,1.85,100,100,100,100,100,-74,100,-80,100,-80,100,100
1568726556.173001,20.53,2.19,1.85,100,100,100,100,-89,-71,-73,100,100,100,100,100
1568727181.191888,20.53,2.19,1.85,100,100,100,100,100,100,-77,100,100,-85,-84,100
1568727193.949913,20.53,2.19,1.85,100,100,100,100,100,100,100,-81,100,100,-84,-75
1568727394.491706,20.53,2.19,1.85,100,100,100,100,100,-72,-77,100,100,100,-84,100
1568727449.056384,20.53,2.19,1.85,100,100,100,100,100,-72,-77,100,100,-85,100,100
1568727751.6148727,20.53,2.19,1.85,100,100,100,100,100,-72,-80,100,100,-80,100,100
1568727758.438636,20.53,2.19,1.85,100,100,100,100,100,-74,100,100,100,100,-84,-78
1568727873.5238087,20.53,2.19,1.85,100,100,100,100,100,-72,-80,100,100,-85,100,100
1569304635.822856,0.16,15.33,1.85,100,100,100,100,100,-79,-75,100,-77,100,100,100
1569304970.0642807,0.16,15.33,1.85,100,100,100,100,100,100,100,-73,100,100,-71,-77
1569304978.264423,0.16,15.33,1.85,100,100,100,100,100,-82,100,-68,100,100,-70,100
1569304986.443206,0.16,15.33,1.85,100,100,100,100,100,100,100,100,-86,-62,-71,100
1569305222.043615,0.16,15.33,1.85,100,100,100,100,100,-81,100,-71,100,-63,100,100
1569305241.607231,0.16,15.33,1.85,100,100,100,100,100,-76,-74,100,100,100,100,-75
1569305357.585774,0.16,15.33,1.85,100,100,100,100,100,-82,100,100,100,-63,100,-75
1569305479.8872647,0.16,15.33,1.85,100,100,100,100,100,100,100,100,-77,-63,100,-75
1569305554.053976,0.16,15.33,1.85,100,100,100,100,100,100,-73,100,100,-63,-85,100
1569305571.788937,0.16,15.33,1.85,100,100,100,100,100,-79,100,-71,100,100,100,-77
1569305664.5796,0.16,15.33,1.85,100,100,100,100,100,-81,100,-74,100,100,-69,100
1569305687.7685227,0.16,15.33,1.85,100,100,100,100,100,100,-74,100,100,100,-78,-77
1569305765.135156,0.16,15.33,1.85,100,100,100,100,100,-80,100,-74,100,100,-84,100
1569305786.949116,0.16,15.33,1.85,100,100,100,100,100,100,100,-71,100,-67,100,-77
1569305831.047933,0.16,15.33,1.85,100,100,100,100,-87,100,100,100,100,100,-85,-72
1569305940.607495,0.16,15.33,1.85,100,100,100,100,-85,100,100,100,100,-70,-85,100
1569305974.281398,0.16,15.33,1.85,100,100,100,100,100,-79,100,-71,-77,100,100,100
1569306019.34917,0.16,15.33,1.85,100,100,100,100,100,-79,100,100,-78,100,100,-77
1569306038.904556,0.16,15.33,1.85,100,100,100,100,100,100,100,-70,-77,-63,100,100
1569306068.9090867,0.16,15.33,1.85,100,100,100,100,100,100,-75,-71,100,100,100,-77
1569306143.55968,0.16,15.33,1.85,100,100,100,100,100,100,100,-74,100,-70,100,-72
1569306204.482469,0.16,15.33,1.85,100,100,100,100,100,-84,100,100,100,-70,-78,100
1569306223.1544287,0.16,15.33,1.85,100,100,100,100,100,100,-74,100,100,100,-78,-77
1569306290.906077,0.16,15.33,1.85,100,100,100,100,100,100,-74,-73,-74,100,100,100
1568734411.746072,18.13,16.62,1.85,100,100,100,100,-75,100,100,100,100,100,-86,-74
1568734444.93568,18.13,16.62,1.85,100,100,100,100,-73,-73,-77,100,100,100,100,100
1568734784.740611,18.13,16.62,1.85,100,100,100,100,100,100,-87,100,100,100,-86,-74
1568734967.21789,18.13,16.62,1.85,100,100,100,100,100,-73,100,100,100,-76,-86,100
1568735005.3927507,18.13,16.62,1.85,100,100,100,100,100,100,-87,100,100,100,-86,-72
1568735040.911568,18.13,16.62,1.85,100,100,100,100,-73,100,100,-81,-73,100,100,100
1568735273.797608,18.13,16.62,1.85,100,100,100,100,-73,100,-82,-76,100,100,100,100
1568735374.853796,18.13,16.62,1.85,100,100,100,100,100,-74,-82,100,100,100,-86,100
1568735459.411018,18.13,16.62,1.85,100,100,100,100,100,100,100,-76,100,-76,-81,100
1568735468.506667,18.13,16.62,1.85,100,100,100,100,100,-72,-71,100,100,100,100,-69
1568735634.5332067,18.13,16.62,1.85,100,100,100,100,100,100,-74,-76,100,100,-86,100
1568735668.19433,18.13,16.62,1.85,100,100,100,100,100,100,100,100,-73,-75,-86,100
1568735758.262116,18.13,16.62,1.85,100,100,100,100,100,100,100,-80,100,-76,-77,100
1568735765.531174,18.13,16.62,1.85,100,100,100,100,100,100,-82,-75,100,-76,100,100
1568735810.993892,18.13,16.62,1.85,100,100,100,100,-73,100,100,-80,100,100,-81,100
1568735899.6547327,18.13,16.62,1.85,100,100,100,100,100,100,100,-76,-75,100,100,-74
1568736059.2289767,18.13,16.62,1.85,100,100,100,100,100,100,-82,100,-80,100,100,-74
1568736099.233111,18.13,16.62,1.85,100,100,100,100,100,-72,100,100,-73,100,100,-72
1568736103.765743,18.13,16.62,1.85,100,100,100,100,100,100,100,100,-79,-76,100,-74
1568736131.933001,18.13,16.62,1.85,100,100,100,100,100,-73,100,100,-70,100,100,-69
1568736169.685886,18.13,16.62,1.85,100,100,100,100,-73,100,100,-76,100,100,-82,100
1568126812.62223,0.26,4.36,1.85,100,100,100,100,100,100,-78,-80,100,100,-69,100
1568126906.342104,0.26,4.36,1.85,100,100,100,100,100,-76,-79,-77,100,100,100,100
1568126967.785918,0.26,4.36,1.85,100,100,100,100,100,100,-77,-80,100,100,-70,100
1568127533.320176,0.26,4.36,1.85,100,100,100,100,100,100,100,-80,-83,100,-70,100
1568127551.483637,0.26,4.36,1.85,100,100,100,100,100,-76,100,100,100,100,-70,-75
1568127670.568008,0.26,4.36,1.85,100,100,100,100,100,-76,100,-80,100,-86,100,100
1568127919.8593547,0.26,4.36,1.85,100,100,100,100,100,100,-78,100,100,-85,-70,100
1568128027.203824,0.26,4.36,1.85,100,100,100,100,100,-71,100,-76,100,100,100,-75
1568128143.210157,0.26,4.36,1.85,100,100,100,100,100,100,100,-80,100,-84,-70,100
1568128185.519154,0.26,4.36,1.85,100,100,100,100,100,100,100,-80,-83,100,100,-64
1568128288.381827,0.26,4.36,1.85,100,100,100,100,100,-74,-78,100,100,-83,100,100
1568128303.406816,0.26,4.36,1.85,100,100,100,100,100,-74,-75,100,100,100,100,-75
1568128389.881048,0.26,4.36,1.85,100,100,100,100,100,-74,100,100,100,100,-70,-76
