timestamp,pos_x,pos_y,pos_z,000000000101,000000000102,000000000201,000000000202,000000000301,000000000302,000000000401,000000000402,b827eb4521b4,b827eb917e19,b827ebf7d096,b827ebfd7811
1581249601.4120204,18.031,8.465,1.816,-85.0,-78.0,-86.0,-77.0,-74.0,-74.0,-69.0,-76.0,-87.0,-78.0,-79.0,-77.0
1581249601.866811,18.0296149299,8.46507662,1.82192338,-78.0,-89.0,-80.0,-74.0,-68.0,-71.0,-64.0,-74.0,-72.0,-76.0,-78.0,-77.0
1581249602.321073,18.024109860636365,8.465219720999999,1.8282084657272728,-82.0,-81.0,-85.0,-82.0,-69.0,-70.0,-66.0,-74.0,-73.0,-76.0,-77.0,-74.0
1581249602.7766511,18.014758156090902,8.456255826,1.8434976694545453,-84.0,-79.0,-84.0,-80.0,-76.0,-80.0,-62.0,-76.0,-76.0,-74.0,-82.0,-74.0
1581249603.2317832,17.96418270111111,8.446045675222223,1.8589543247777776,-86.0,-79.0,-76.0,-77.0,-79.0,-63.0,-61.0,-75.0,-75.0,-73.0,-78.0,-72.0
1581249603.6898468,17.928396842916666,8.444950394666668,1.82749605375,-77.0,-86.0,-74.0,-77.0,-72.0,-71.0,-60.0,-68.0,-81.0,-79.0,-77.0,-77.0
1581249604.1478438,17.9043984847,8.441650378899999,1.8154473482,-80.0,-84.0,-80.0,-76.0,-72.0,-78.0,-64.0,-75.0,-74.0,-75.0,-80.0,-77.0
1581249604.6020806,17.891029513,8.443970487000001,1.793706017375,-82.0,-80.0,-82.0,-82.0,-71.0,-73.0,-64.0,-75.0,-75.0,-75.0,-85.0,-73.0
1581249605.0526595,17.883075119249998,8.44792488075,1.783037559625,-83.0,-82.0,-82.0,-82.0,-72.0,-73.0,-63.0,-74.0,-76.0,-76.0,-83.0,-72.0
1581249605.5103965,17.879,8.461265311,1.8227822968571428,-83.0,-78.0,-78.0,-75.0,-77.0,-76.0,-71.0,-73.0,-74.0,-74.0,-82.0,-71.0
1581249605.9660895,17.878701743272728,8.446894769909091,1.8620000000000003,-79.0,-79.0,-78.0,-79.0,-82.0,-63.0,-66.0,-69.0,-86.0,-73.0,-81.0,-73.0
1581249606.4184375,17.878,8.44340505388889,1.859594946111111,-86.0,-76.0,-73.0,-77.0,-72.0,-68.0,-62.0,-68.0,-76.0,-77.0,-78.0,-72.0
1581249606.8708026,17.876,8.459767874384616,1.854,-77.0,-80.0,-76.0,-85.0,-72.0,-68.0,-70.0,-78.0,-79.0,-80.0,-91.0,-70.0
1581249607.3280292,17.859876203099994,8.437691567399998,1.8415677703,-77.0,-78.0,-77.0,-75.0,-68.0,-74.0,-67.0,-82.0,-71.0,-79.0,-76.0,-76.0
1581249607.7871351,17.8099541221,8.444741397800001,1.8425057347,-79.0,-72.0,-77.0,-77.0,-78.0,-77.0,-62.0,-70.0,-80.0,-86.0,-76.0,-73.0
1581249608.2442358,17.7353249268,8.4311861192,1.8519768654,-87.0,-79.0,-89.0,-86.0,-72.0,-70.0,-65.0,-71.0,-74.0,-75.0,-77.0,-78.0
1581249608.6966536,17.64100847545455,8.43205391118182,1.8589724591818184,-71.0,-75.0,-84.0,-78.0,-73.0,-69.0,-61.0,-73.0,-73.0,-79.0,-80.0,-76.0
1581249609.1552968,17.5412988759,8.430511062799999,1.8479151252,-82.0,-78.0,-79.0,-79.0,-76.0,-60.0,-61.0,-74.0,-71.0,-76.0,-73.0,-76.0
1581249609.6145356,17.4408183665,8.4163453068,1.8494690613,-81.0,-72.0,-81.0,-76.0,-86.0,-74.0,-69.0,-73.0,-76.0,-78.0,-71.0,-72.0
1581249610.067382,17.33191282209091,8.469946272181817,1.8330960035454549,-78.0,-78.0,-78.0,-77.0,-73.0,-67.0,-65.0,-74.0,-78.0,-87.0,-74.0,-73.0
1581249610.5198476,17.225127056444443,8.422867930666666,1.8330440231111116,-78.0,-77.0,-80.0,-84.0,-79.0,-74.0,-72.0,-79.0,-78.0,-82.0,-78.0,-73.0
1581249610.9722311,17.111156086454546,8.42172801390909,1.824603960272727,-78.0,-80.0,-85.0,-81.0,-73.0,-68.0,-59.0,-69.0,-70.0,-77.0,-79.0,-74.0
1581249611.4311469,16.98485087,8.461277961916666,1.8224440763333332,-80.0,-85.0,-75.0,-77.0,-71.0,-66.0,-62.0,-75.0,-79.0,-77.0,-75.0,-71.0
1581249611.8902917,16.86564996909091,8.422692260363634,1.8320884828181816,-78.0,-78.0,-79.0,-81.0,-75.0,-73.0,-65.0,-77.0,-81.0,-88.0,-75.0,-77.0
1581249612.3409996,16.7512756262,8.376765375799998,1.8414413439,-72.0,-71.0,-83.0,-82.0,-78.0,-77.0,-59.0,-70.0,-71.0,-90.0,-75.0,-72.0
1581249612.79214,16.639984463555557,8.405918619111112,1.845794574555556,-80.0,-73.0,-80.0,-74.0,-79.0,-72.0,-67.0,-69.0,-77.0,-78.0,-69.0,-72.0
1581249613.24475,16.5226123166,8.4578311384,1.8439647561,-74.0,-73.0,-80.0,-79.0,-74.0,-64.0,-64.0,-67.0,-75.0,-76.0,-82.0,-78.0
1581249613.6992586,16.39782932254545,8.493515767636366,1.843053803545455,-78.0,-76.0,-83.0,-76.0,-69.0,-78.0,-71.0,-74.0,-79.0,-71.0,-75.0,-73.0
1581249614.1552374,16.235675664400002,8.4811554021,1.8478952709,-76.0,-78.0,-82.0,-83.0,-77.0,-74.0,-59.0,-72.0,-75.0,-72.0,-78.0,-76.0
1581249614.6100788,16.077013635916664,8.478309199166667,1.8547495675833328,-83.0,-74.0,-80.0,-80.0,-70.0,-67.0,-51.0,-78.0,-72.0,-73.0,-73.0,-72.0
1581249615.0702248,15.922068001090906,8.464803789727272,1.846877368545455,-76.0,-74.0,-79.0,-74.0,-72.0,-71.0,-54.0,-80.0,-71.0,-74.0,-71.0,-75.0
1581249615.521416,15.780562482454544,8.413162507363637,1.801249992090909,-80.0,-72.0,-79.0,-77.0,-74.0,-71.0,-57.0,-74.0,-72.0,-73.0,-69.0,-78.0
1581249615.9756052,15.6355006148,8.6758826307,1.8379737814,-81.0,-80.0,-78.0,-78.0,-75.0,-60.0,-53.0,-91.0,-76.0,-75.0,-76.0,-72.0
1581249616.4295642,15.52525093175,8.603468046625,1.9376361625,-74.0,-78.0,-82.0,-74.0,-74.0,-67.0,-65.0,-70.0,-74.0,-77.0,-78.0,-71.0
1581249616.887319,15.39942875877778,8.367582329777777,1.9354127816666669,-78.0,-76.0,-86.0,-83.0,-81.0,-69.0,-56.0,-78.0,-70.0,-75.0,-72.0,-74.0
1581249617.3403742,15.259343046615385,8.440596859384616,1.9708955156923076,-84.0,-83.0,-78.0,-78.0,-69.0,-70.0,-51.0,-80.0,-71.0,-71.0,-78.0,-73.0
1581249617.8005614,15.089114920000002,8.348180444090909,1.987464550090909,-75.0,-71.0,-81.0,-78.0,-71.0,-72.0,-58.0,-73.0,-73.0,-71.0,-75.0,-72.0
1581249618.2524884,14.927244281222222,8.251665682555556,1.9181424353333332,-75.0,-82.0,-83.0,-80.0,-78.0,-71.0,-60.0,-70.0,-74.0,-77.0,-65.0,-71.0
1581249618.70638,14.776103835727277,8.252158297818182,1.8500718057272727,-86.0,-78.0,-81.0,-85.0,-74.0,-64.0,-59.0,-71.0,-71.0,-76.0,-71.0,-71.0
1581249619.158258,14.6529333163,8.377493331600002,1.8912666710000003,-81.0,-76.0,-76.0,-78.0,-71.0,-67.0,-66.0,-66.0,-72.0,-74.0,-68.0,-66.0
1581249619.6108873,14.504295722714286,8.402590389142857,1.8707377222857144,-80.0,-78.0,-75.0,-69.0,-72.0,-67.0,-70.0,-74.0,-75.0,-77.0,-80.0,-66.0
1581249620.067255,14.366019752500003,8.387238401300001,1.8624437298,-74.0,-75.0,-78.0,-80.0,-74.0,-75.0,-59.0,-69.0,-70.0,-69.0,-71.0,-75.0
1581249620.5231435,14.263411937,8.25758855125,1.8735529354166665,-69.0,-74.0,-74.0,-71.0,-71.0,-70.0,-67.0,-68.0,-68.0,-72.0,-72.0,-66.0
1581249620.976013,14.12243265490909,8.187368240636363,1.873597312636364,-81.0,-70.0,-75.0,-71.0,-70.0,-65.0,-68.0,-69.0,-67.0,-74.0,-82.0,-70.0
1581249621.434822,13.962942691545452,8.328099190181819,1.828520941090909,-81.0,-77.0,-82.0,-75.0,-75.0,-73.0,-77.0,-80.0,-66.0,-76.0,-74.0,-67.0
1581249621.8853624,13.823428600909091,8.419461522636364,1.792846159,-72.0,-70.0,-81.0,-77.0,-70.0,-67.0,-83.0,-73.0,-68.0,-68.0,-74.0,-66.0
1581249622.3447237,13.66762015,8.469931228181817,1.7667241104545452,-78.0,-85.0,-78.0,-76.0,-75.0,-65.0,-80.0,-75.0,-71.0,-71.0,-78.0,-77.0
1581249622.7978952,13.509558292272724,8.498555213545455,1.765,-77.0,-80.0,-81.0,-79.0,-74.0,-70.0,-69.0,-70.0,-73.0,-74.0,-74.0,-74.0
1581249623.2556798,13.372444675,8.528999999999998,1.7570000000000003,-74.0,-75.0,-79.0,-75.0,-79.0,-72.0,-68.0,-77.0,-82.0,-73.0,-82.0,-71.0
1581249623.706877,13.21090351272727,8.527070817272728,1.762787547818182,-77.0,-77.0,-79.0,-82.0,-74.0,-63.0,-61.0,-83.0,-71.0,-75.0,-75.0,-70.0
1581249624.1619306,13.06080935,8.532783722888887,1.7609186145555555,-78.0,-67.0,-76.0,-85.0,-81.0,-80.0,-60.0,-74.0,-77.0,-75.0,-82.0,-89.0
1581249624.6206183,12.90428652175,8.5281825255,1.751495578375,-74.0,-74.0,-77.0,-68.0,-78.0,-78.0,-70.0,-69.0,-81.0,-71.0,-80.0,-75.0
1581249625.0721574,12.761516509,8.526789373636364,1.730789373636363,-78.0,-79.0,-73.0,-68.0,-82.0,-71.0,-60.0,-69.0,-72.0,-79.0,-76.0,-77.0
1581249625.5313168,12.61829585225,8.539692788666665,1.73417319725,-74.0,-75.0,-73.0,-75.0,-76.0,-73.0,-59.0,-73.0,-70.0,-71.0,-88.0,-78.0
1581249625.9877207,12.525145943636364,8.562190270545454,1.7585221634545456,-73.0,-74.0,-80.0,-86.0,-70.0,-68.0,-61.0,-79.0,-67.0,-79.0,-79.0,-73.0
1581249626.4406495,12.458921235555556,8.581506195888888,1.775373450777778,-76.0,-85.0,-82.0,-79.0,-76.0,-74.0,-60.0,-71.0,-68.0,-72.0,-77.0,-70.0
1581249626.8916397,12.3619207756,8.5931561791,1.7848438208999995,-72.0,-70.0,-83.0,-89.0,-74.0,-76.0,-64.0,-76.0,-73.0,-83.0,-75.0,-83.0
1581249627.3449907,12.237981632181818,8.59031536990909,1.7966215559999996,-70.0,-71.0,-80.0,-84.0,-74.0,-70.0,-69.0,-66.0,-70.0,-85.0,-73.0,-77.0
1581249627.8016963,12.1094057929,8.588047193699998,1.7997075435999998,-76.0,-76.0,-80.0,-72.0,-68.0,-69.0,-77.0,-73.0,-64.0,-71.0,-82.0,-73.0
1581249628.2565284,11.9697608399,8.578675426999999,1.8036688567,-71.0,-76.0,-78.0,-80.0,-74.0,-78.0,-66.0,-72.0,-70.0,-67.0,-74.0,-77.0
1581249628.711477,11.823716910166668,8.576081757749998,1.8178364848333333,-80.0,-75.0,-76.0,-73.0,-81.0,-78.0,-73.0,-84.0,-72.0,-71.0,-71.0,-76.0
1581249629.1627722,11.677621196,8.597091290666667,1.80983105975,-83.0,-74.0,-71.0,-73.0,-71.0,-68.0,-65.0,-71.0,-63.0,-71.0,-79.0,-81.0
1581249629.613974,11.534054219583332,8.586,1.8092090995833332,-70.0,-77.0,-73.0,-75.0,-68.0,-69.0,-61.0,-84.0,-67.0,-83.0,-81.0,-79.0
1581249630.069597,11.389874574181816,8.573859693727274,1.811286564727273,-73.0,-70.0,-77.0,-71.0,-70.0,-73.0,-62.0,-78.0,-64.0,-71.0,-85.0,-73.0
1581249630.5285008,11.2364016627,8.5765712307,1.8150569844999995,-81.0,-83.0,-77.0,-74.0,-80.0,-68.0,-72.0,-78.0,-70.0,-71.0,-78.0,-79.0
1581249630.9842305,11.084186925666666,8.578418692583334,1.8150000000000004,-73.0,-73.0,-78.0,-73.0,-69.0,-70.0,-69.0,-72.0,-67.0,-67.0,-84.0,-87.0
1581249631.436537,10.939308965583336,8.575232724083332,1.813767275916667,-71.0,-82.0,-72.0,-73.0,-68.0,-67.0,-69.0,-71.0,-83.0,-69.0,-71.0,-76.0
1581249631.8904862,10.791891426076925,8.574586959769231,1.8128260807692305,-67.0,-74.0,-74.0,-72.0,-64.0,-63.0,-70.0,-69.0,-63.0,-80.0,-72.0,-82.0
1581249632.3442965,10.640402125846157,8.578942269384616,1.811115461,-74.0,-77.0,-74.0,-85.0,-76.0,-62.0,-65.0,-72.0,-62.0,-71.0,-79.0,-72.0
1581249632.803768,10.528310078909092,8.557798449545453,1.822550387818182,-77.0,-80.0,-79.0,-82.0,-67.0,-71.0,-65.0,-78.0,-75.0,-76.0,-80.0,-72.0
1581249633.255106,10.343614874299998,8.5700296251,1.8204851875,-74.0,-72.0,-81.0,-79.0,-65.0,-74.0,-68.0,-79.0,-75.0,-71.0,-77.0,-88.0
1581249633.712011,10.152806356545456,8.583788859636366,1.818105570090909,-74.0,-69.0,-83.0,-74.0,-72.0,-75.0,-66.0,-71.0,-64.0,-70.0,-77.0,-72.0
1581249634.1695545,9.939529942899998,8.5838176647,1.8283646703,-74.0,-75.0,-81.0,-78.0,-70.0,-74.0,-64.0,-69.0,-69.0,-73.0,-76.0,-76.0
1581249634.6301055,9.705701798636362,8.577674126181817,1.818453046909091,-74.0,-72.0,-80.0,-75.0,-70.0,-73.0,-60.0,-73.0,-59.0,-69.0,-77.0,-75.0
1581249635.0859077,9.491417695909092,8.52595395190909,1.8209697178181816,-79.0,-75.0,-78.0,-69.0,-72.0,-75.0,-68.0,-77.0,-61.0,-65.0,-77.0,-70.0
1581249635.5396757,9.3247028713,8.5305716769,1.8248566466,-78.0,-71.0,-75.0,-75.0,-72.0,-76.0,-72.0,-77.0,-60.0,-68.0,-86.0,-70.0
1581249635.996331,9.16182887081818,8.540355266545454,1.830710533090909,-76.0,-69.0,-84.0,-67.0,-68.0,-79.0,-71.0,-82.0,-58.0,-69.0,-80.0,-75.0
1581249636.4468992,8.99324871181818,8.541067574,1.8336405445454544,-81.0,-76.0,-69.0,-71.0,-72.0,-70.0,-68.0,-73.0,-63.0,-70.0,-77.0,-76.0
1581249636.9046276,8.819200192583333,8.546779576166665,1.8363346821666668,-71.0,-68.0,-76.0,-71.0,-69.0,-70.0,-67.0,-74.0,-61.0,-67.0,-82.0,-90.0
1581249637.3617468,8.6485929053,8.5513097327,1.8341150447,-72.0,-70.0,-75.0,-70.0,-71.0,-78.0,-81.0,-77.0,-70.0,-72.0,-84.0,-85.0
1581249637.8194847,8.4784674411,8.535137765300002,1.8377724469,-69.0,-68.0,-74.0,-76.0,-83.0,-74.0,-74.0,-78.0,-69.0,-66.0,-83.0,-72.0
1581249638.272027,8.309905581727273,8.520623033,1.840130901272727,-71.0,-74.0,-72.0,-66.0,-68.0,-66.0,-68.0,-69.0,-67.0,-77.0,-86.0,-72.0
1581249638.7327545,8.143813476999998,8.522049693636363,1.8377018378181815,-64.0,-77.0,-72.0,-74.0,-74.0,-71.0,-62.0,-72.0,-65.0,-70.0,-87.0,-74.0
1581249639.1872065,7.972311340363635,8.522522483000001,1.8279134898181817,-66.0,-74.0,-79.0,-73.0,-72.0,-69.0,-64.0,-77.0,-66.0,-61.0,-92.0,-75.0
1581249639.6463172,7.790570510545454,8.52485708890909,1.836761940818182,-72.0,-69.0,-73.0,-73.0,-71.0,-68.0,-78.0,-76.0,-60.0,-66.0,-74.0,-79.0
1581249640.1026056,7.606987227090909,8.527507988909091,1.837910543363636,-70.0,-75.0,-83.0,-71.0,-68.0,-71.0,-67.0,-73.0,-64.0,-65.0,-86.0,-79.0
1581249640.5570424,7.437899482749999,8.519356368583333,1.8406750429166667,-70.0,-73.0,-70.0,-78.0,-72.0,-69.0,-75.0,-69.0,-64.0,-65.0,-96.0,-76.0
1581249641.0135791,7.28189800125,8.539613130333334,1.8330656518333333,-72.0,-84.0,-76.0,-85.0,-71.0,-80.0,-66.0,-75.0,-79.0,-67.0,-75.0,-72.0
1581249641.4645052,7.113441898461539,8.534000000000002,1.8349054914615384,-76.0,-71.0,-74.0,-75.0,-72.0,-74.0,-66.0,-80.0,-71.0,-74.0,-79.0,-86.0
1581249641.9160683,6.942887847727272,8.519664505363636,1.823269692636364,-70.0,-73.0,-76.0,-77.0,-66.0,-70.0,-67.0,-78.0,-62.0,-68.0,-78.0,-79.0
1581249642.36702,6.780020570636364,8.545178500363637,1.8183112142727276,-75.0,-69.0,-77.0,-74.0,-75.0,-77.0,-69.0,-83.0,-61.0,-70.0,-78.0,-78.0
1581249642.8217168,6.632805910499999,8.532373142099999,1.7941194263000004,-75.0,-69.0,-81.0,-75.0,-73.0,-77.0,-70.0,-84.0,-67.0,-67.0,-74.0,-83.0
1581249643.272717,6.550161650777778,8.583572370333334,1.8223063916666664,-69.0,-66.0,-76.0,-68.0,-77.0,-79.0,-69.0,-76.0,-74.0,-75.0,-90.0,-91.0
1581249643.7301729,6.445465476777778,8.627810906222221,1.8538109062222223,-72.0,-71.0,-75.0,-71.0,-77.0,-71.0,-73.0,-74.0,-63.0,-68.0,-83.0,-78.0
1581249644.1902015,6.276645713272728,8.682999999999998,1.864673834909091,-72.0,-79.0,-70.0,-70.0,-71.0,-68.0,-71.0,-78.0,-69.0,-63.0,-79.0,-83.0
1581249644.6511514,6.1651972667,8.6334946,1.8850585555,-70.0,-66.0,-80.0,-70.0,-77.0,-75.0,-66.0,-74.0,-60.0,-68.0,-80.0,-80.0
1581249645.1063414,5.971475922363637,8.649931781636363,1.8790000000000004,-77.0,-65.0,-70.0,-72.0,-75.0,-75.0,-78.0,-70.0,-67.0,-60.0,-81.0,-78.0
1581249645.5594935,5.8049018129,8.656390686200002,1.8676953431,-72.0,-67.0,-68.0,-72.0,-68.0,-73.0,-72.0,-72.0,-65.0,-67.0,-82.0,-77.0
1581249646.0127566,5.619669591090909,8.677472100545454,1.886,-71.0,-76.0,-67.0,-63.0,-76.0,-84.0,-71.0,-73.0,-67.0,-73.0,-81.0,-81.0
1581249646.4676623,5.4661050394,8.6681801879,1.8782732705,-75.0,-72.0,-68.0,-69.0,-74.0,-80.0,-72.0,-75.0,-76.0,-76.0,-78.0,-75.0
1581249646.919961,5.267816559333334,8.691401449666667,1.8704859213333331,-65.0,-73.0,-65.0,-69.0,-73.0,-79.0,-76.0,-80.0,-62.0,-71.0,-76.0,-76.0
1581249647.3735492,5.086780959333334,8.717484354333331,1.85838673425,-62.0,-68.0,-68.0,-69.0,-75.0,-80.0,-75.0,-76.0,-69.0,-65.0,-87.0,-81.0
1581249647.832276,4.897644595125,8.732817164500002,1.859,-68.0,-63.0,-67.0,-73.0,-82.0,-77.0,-68.0,-74.0,-75.0,-73.0,-78.0,-81.0
1581249648.2883315,4.6946658783,8.636436018800001,1.8618590047,-67.0,-66.0,-76.0,-78.0,-71.0,-75.0,-76.0,-85.0,-66.0,-72.0,-87.0,-82.0
1581249648.7421014,4.5130793339,8.6223804647,1.8682919596,-65.0,-71.0,-75.0,-81.0,-71.0,-77.0,-65.0,-72.0,-68.0,-73.0,-84.0,-89.0
1581249649.1970491,4.381171221181818,8.571279903181818,1.862917122090909,-66.0,-72.0,-68.0,-70.0,-82.0,-74.0,-72.0,-76.0,-66.0,-65.0,-81.0,-78.0
1581249649.6517322,4.2293692735,8.592839807083335,1.8529628985833333,-66.0,-68.0,-74.0,-78.0,-73.0,-76.0,-69.0,-81.0,-65.0,-62.0,-82.0,-79.0
1581249650.112751,4.02938680325,8.619091691125,1.846908308875,-69.0,-64.0,-76.0,-73.0,-80.0,-77.0,-71.0,-79.0,-73.0,-74.0,-79.0,-84.0
1581249650.5659552,3.8147581482727273,8.641340297454544,1.850277619909091,-68.0,-61.0,-72.0,-89.0,-82.0,-83.0,-69.0,-74.0,-75.0,-72.0,-85.0,-85.0
1581249651.0164752,3.6026315972,8.6162789515,1.8179894722,-65.0,-60.0,-67.0,-75.0,-77.0,-77.0,-70.0,-74.0,-76.0,-71.0,-92.0,-84.0
1581249651.4744003,3.421670313,8.5898578127,1.8335234374,-66.0,-62.0,-81.0,-70.0,-77.0,-75.0,-68.0,-73.0,-65.0,-70.0,-79.0,-81.0
1581249651.9273057,3.2418791220000003,8.575999999999999,1.8396272526,-67.0,-65.0,-75.0,-72.0,-72.0,-80.0,-77.0,-81.0,-77.0,-65.0,-97.0,-76.0
1581249652.3872335,3.0575254074545457,8.562531649272726,1.8375316492727276,-64.0,-65.0,-77.0,-76.0,-78.0,-80.0,-68.0,-75.0,-80.0,-66.0,-92.0,-82.0
1581249652.8435812,2.875724302,8.5584495863,1.836,-75.0,-62.0,-68.0,-75.0,-88.0,-81.0,-74.0,-79.0,-74.0,-74.0,-83.0,-79.0
1581249653.2963436,2.703827641166667,8.566,1.8356485728333336,-70.0,-71.0,-70.0,-78.0,-78.0,-74.0,-76.0,-78.0,-72.0,-67.0,-79.0,-78.0
1581249653.7479172,2.531469088909091,8.559910596,1.8260218791818184,-68.0,-75.0,-80.0,-64.0,-74.0,-78.0,-73.0,-72.0,-84.0,-67.0,-84.0,-81.0
1581249654.2029295,2.3530381271818186,8.544626588636365,1.828,-65.0,-63.0,-74.0,-74.0,-74.0,-77.0,-69.0,-78.0,-86.0,-79.0,-84.0,-83.0
1581249654.656877,2.1745432265454547,8.537642244,1.834,-81.0,-61.0,-66.0,-71.0,-75.0,-75.0,-62.0,-78.0,-72.0,-71.0,-99.0,-77.0
1581249655.114483,1.9995824915,8.541219773666667,1.8419450565833333,-65.0,-64.0,-66.0,-66.0,-78.0,-70.0,-66.0,-74.0,-70.0,-80.0,-82.0,-92.0
1581249655.57274,1.8287873525,8.546690444,1.841690444,-67.0,-59.0,-68.0,-71.0,-84.0,-79.0,-75.0,-76.0,-74.0,-74.0,-78.0,-79.0
1581249656.030149,1.657263351,8.5354260285,1.841786985625,-75.0,-75.0,-77.0,-69.0,-69.0,-78.0,-72.0,-74.0,-73.0,-72.0,-78.0,-79.0
1581249656.4893618,1.4896003048181818,8.537265337272727,1.8398407978181817,-63.0,-64.0,-75.0,-77.0,-77.0,-80.0,-73.0,-74.0,-83.0,-71.0,-79.0,-88.0
1581249656.945854,1.3196320985454546,8.536216351272728,1.84,-65.0,-60.0,-72.0,-75.0,-77.0,-72.0,-73.0,-75.0,-70.0,-80.0,-83.0,-83.0
1581249657.3960123,1.1632105757272726,8.511651322,1.853325661,-71.0,-60.0,-72.0,-74.0,-74.0,-69.0,-72.0,-74.0,-71.0,-71.0,-85.0,-83.0
1581249657.8498633,0.9980658106363636,8.503141065363637,1.8527178693636364,-65.0,-59.0,-87.0,-76.0,-72.0,-67.0,-75.0,-71.0,-81.0,-70.0,-82.0,-80.0
1581249658.30383,0.8336596637777778,8.479246736888888,1.857901305222222,-84.0,-72.0,-69.0,-80.0,-83.0,-79.0,-68.0,-75.0,-75.0,-75.0,-85.0,-83.0
1581249658.7629068,0.6496880335454546,8.486268594090909,1.846,-67.0,-64.0,-74.0,-71.0,-80.0,-79.0,-69.0,-77.0,-73.0,-79.0,-87.0,-85.0
1581249659.217553,0.492771492090909,8.472249100545454,1.846899640090909,-67.0,-65.0,-68.0,-70.0,-76.0,-79.0,-69.0,-78.0,-74.0,-71.0,-84.0,-77.0
1581249659.669562,0.3544161459090909,8.448158484545456,1.846,-84.0,-66.0,-71.0,-73.0,-77.0,-80.0,-70.0,-81.0,-75.0,-70.0,-85.0,-83.0
1581249660.1255434,0.2729188201818182,8.448000000000002,1.8591544544545453,-71.0,-60.0,-70.0,-79.0,-77.0,-71.0,-84.0,-76.0,-74.0,-71.0,-89.0,-83.0
